Number,mean=1 stdd=10,mean=1 stdd=1.5,mean=1 stdd=0.125
0.05,0.736665958350306,0.15310307348264438,8.326939421206688E-221
0.1,0.37776843583685704,0.23560196116979396,8.391771619430728E-151
0.15000000000000002,0.2550310026110491,0.2745937986665976,4.815111309713044E-116
0.2,0.19279428394008455,0.2928444268055365,3.742001614103407E-94
0.25,0.15509750908782965,0.30013236790590825,9.301678083070284E-79
0.30000000000000004,0.12978989834833596,0.3012320383468112,3.3128244468526876E-67
0.35000000000000003,0.11161382515275843,0.29870215225226,3.682518083244602E-58
0.4,0.09792104922314329,0.2940072874261559,7.383059158971989E-51
0.45,0.08723156063623334,0.28802655536984145,7.902522577249843E-45
0.5,0.07865294683191376,0.28130622537930783,9.217813920690133E-40
0.55,0.0716149061057992,0.274194262568309,1.9158467127101125E-35
